"","committee_name","committee_id","candidate_name","candidate_id","party","state","district","region","incumbent_challenge","hold_flip","win_per","lose_per","delta","total","advertise","poll","research","consulting","fundraise","pay","materials","travel","event","mail","radio","television","newspaper","smedia","website","per_advertise","per_poll","per_research","per_consulting","per_fundraise","per_pay","per_materials","per_travel","per_event","per_mail","per_radio","per_television","per_newspaper","per_smedia","per_website"
"174","RICK KENNEDY FOR CONGRESS","C00654640","KENNEDY, RICHARD","H8TX17149","DEM","TX",17,"south","C","GOP Hold",56.8,41.3,15.5,125694.86,7964.01,5046.66,NA,NA,295.52,NA,NA,NA,NA,17464.23,NA,6003.25,1506.42,NA,438.45,0.0633598700853798,0.0401500904651153,NA,NA,0.00235109056965416,NA,NA,NA,NA,0.138941480980209,NA,0.0477605050835014,0.0119847382780807,NA,0.00348820946218485
"175","HOYOS FOR CONGRESS","C00654988","HOYOS, RENEE","H8TN02176","DEM","TN",2,"south","O","GOP Hold",65.9,33.1,32.8,347366.36,100347.97,NA,NA,14350,3132,NA,3823.94,2021.96,4277.27,2757.73,1460,92121.3,1730.7,NA,3460.77,0.288882233731557,NA,NA,0.0413108511716563,0.00901641713377196,NA,0.0110083774375849,0.00582082847630957,0.0123134260899645,0.00793896680150605,0.00420305524115807,0.265199255333763,0.00498234774374813,NA,0.00996288184037165
"176","FRIENDS OF MARC FRIEDENBERG","C00655084","FRIEDENBERG, MARC","H8PA05204","DEM","PA",12,"northeast","O","GOP Hold",66,34,32,82671.92,8036.82,NA,NA,NA,4124.78,18040,3336.45,427.5,300,12403.31,828,2801.75,NA,NA,321.48,0.0972134190182108,NA,NA,NA,0.049893361615407,0.218211939434817,0.0403577175902047,0.00517104235634058,0.00362880165357234,0.150030506125901,0.0100154925638597,0.0338899834429877,NA,NA,0.00388862385196812
"177","ANITA FOR ARIZONA","C00655134","MALIK, ANITA","H8AZ06103","DEM","AZ",6,"west",NA,"GOP Hold",55.2,44.8,10.4,379959.47,133556.76,NA,3593.18,62164,9547.15,NA,NA,1263.67,8913.45,10002.24,20000,12376,NA,12495,13850,0.351502648427213,NA,0.00945674547866908,0.163606923654252,0.0251267589145758,NA,NA,0.00332580209147044,0.0234589494505822,0.0263244919254151,0.0526371931195714,0.0325718951023908,NA,0.0328850864014522,0.0364512562353032
"178","FRIENDS OF DANA BALTER","C00655183","BALTER, DANA","H8NY24090","DEM","NY",24,"northeast",NA,"GOP Hold",52.6,47.4,5.2,2741662.89,1338788.63,45963.37,6250,204130.99,15605,383865.47,4397.76,18459.26,382.62,26829.58,NA,NA,NA,NA,12400,0.488312634964396,0.0167647781088068,0.00227963839857788,0.0744551749029947,0.00569180115356925,0.140011914448023,0.00160404841019678,0.00673287006485323,0.000139557639050219,0.00978587852571474,NA,NA,NA,NA,0.00452280258277851
"179","BEAU FOR CONGRESS","C00655233","LIEGEOIS, BEAU","H8WI08045","DEM","WI",8,"midwest","C","GOP Hold",63.7,36.3,27.4,375897.04,201000,NA,31000,124143.35,38744.46,66140.25,NA,1380.48,NA,581.81,NA,1e+05,NA,NA,5000,0.534720890592807,NA,0.0824693910864528,0.330258918772013,0.103072000779788,0.175953101413089,NA,0.00367249500022666,NA,0.00154779085251642,NA,0.266030293827267,NA,NA,0.0133015146913634
"180","YVETTE4CONGRESS","C00655571","HERRELL, STELLA YVETTE","H8NM02156","REP","NM",2,"west","C","Dem Pickup",50.9,49.1,1.8,1340567.45,108836.05,17500,8743,159960.31,52656.07,5000,NA,1985.35,NA,27354.36,NA,NA,NA,NA,NA,0.0811865527542087,0.0130541734397624,0.00652186505050529,0.119322836012466,0.0392789411677868,0.00372976383993211,NA,0.00148097732792184,NA,0.0204050605584971,NA,NA,NA,NA,NA
"181","CAMPAIGN TO ELECT YVONNE HAYES HINSON US REPRESENTATIVE","C00655811","HINSON, YVONNE HAYES MS","H8FL03038","DEM","FL",3,"south","C","GOP Hold",57.6,42.4,15.2,55075.22,22193.88,NA,NA,6216.42,NA,NA,NA,NA,NA,NA,6074,6074,1268.33,NA,1553.65,0.402973969055412,NA,NA,0.112871451080904,NA,NA,NA,NA,NA,NA,0.110285533130871,0.110285533130871,0.0230290500882248,NA,0.0282096013415834
"182","COMMITTEE TO ELECT KENDRA FERSHEE","C00655860","FERSHEE, KENDRA JEAN HUARD","H8WV01075","DEM","WV",1,"south","C","GOP Hold",64.6,35.4,29.2,289288.22,22410.58,NA,NA,93112.8,31510,NA,NA,1025.59,3129.7,11732.33,2521,NA,NA,2677.58,1100,0.0774680005981578,NA,NA,0.321868619468847,0.108922513332897,NA,NA,0.00354521867499479,0.0108186223414144,0.040555851185368,0.00871449241866814,NA,NA,0.00925575192795614,0.00380243620013286
"183","SHIREEN GHORBANI FOR CONGRESS","C00656280","GHORBANI, SHIREEN SARAH","H8UT02255","DEM","UT",2,"west","C","GOP Hold",56.1,38.9,17.2,431459.98,129553.34,NA,NA,25835.75,116.56,36118.15,8481.55,690.09,8792.21,4032.79,3250,63000,NA,3000,1160,0.300267338815526,NA,NA,0.0598798294108297,0.000270152517969338,0.0837114719191337,0.0196577907411019,0.00159942991699949,0.0203778111703431,0.00934684602729551,0.00753256420213064,0.146015859918225,NA,0.00695313618658213,0.00268854599214509
"184","DINO FOR CONGRESS","C00656371","ROSSI, DINO","H8WA08205","REP","WA",8,"west","O","Dem Pickup",52.4,47.6,4.8,4854615.28,2783082.51,105700,14000,485935.56,233728.85,320022.16,NA,10209.04,35133.44,577664.31,NA,NA,NA,NA,NA,0.573285904130389,0.021773095065939,0.00288385365111775,0.10009764563671,0.0481456998174323,0.065921219611042,NA,0.00210295551988622,0.00723712137288045,0.118992809250994,NA,NA,NA,NA,NA
"185","COMMITTEE TO ELECT CATHY ALBRO FOR CONGRESS","C00656785","ALBRO, CATHERINE","H8MI03079","DEM","MI",3,"midwest","C","GOP Hold",54.4,43.2,11.2,148620.82,5206.14,NA,NA,10829.21,7391.07,48612.1,NA,NA,848.04,911.21,300,NA,NA,NA,4448.14,0.0350296815748964,NA,NA,0.0728646901557938,0.0497310538321616,0.32708808900395,NA,NA,0.00570606460117768,0.00613110599174463,0.00201855971458104,NA,NA,NA,0.0299294540293883
"186","LIUBA FOR CONGRESS","C00657015","GRECHEN SHIRLEY, LIUBOV LIUBA","H8NY02104","DEM","NY",2,"northeast","C","GOP Hold",53.1,46.9,6.2,2129046.96,NA,47336,89836,465503.15,45641.25,491275.76,5932.8,3729.18,26495.01,89990.57,NA,NA,NA,NA,9995,NA,0.0222334222256892,0.0421954055912416,0.218643909103818,0.0214374087831299,0.230749142329862,0.00278659893908587,0.00175157245005061,0.0124445399738858,0.0422680061505078,NA,NA,NA,NA,0.00469458879385169
"187","RICK GREEN FOR CONGRESS","C00657098","GREEN, RICK","H8MA03114","REP","MA",3,"northeast","O","Dem Hold",62,33.5,28.5,1204278,99616.84,NA,3000,256303.73,102955.04,545,NA,1233.65,21034.5,4531.65,NA,NA,NA,NA,16293.09,0.082719139600657,NA,0.00249111916019391,0.212827710877389,0.0854910909275101,0.000452553314101893,NA,0.00102438971732441,0.0174664819916996,0.00376296004743091,NA,NA,NA,NA,0.0135293428925879
"188","CANDIUS STEARNS FOR CONGRESS","C00657171","STEARNS, CANDIUS MRS.","H8MI09092","REP","MI",9,"midwest","O","Dem Hold",59.7,36.8,22.9,247191.24,4392.11,14185.2,NA,64656.56,6250,20550.5,NA,NA,3654.26,NA,1500,NA,NA,NA,NA,0.0177680649200999,0.0573855287104834,NA,0.261564932478999,0.0252840675098357,0.0831360366977406,NA,NA,0.0147831290461588,NA,0.00606817620236057,NA,NA,NA,NA
"189","FRIENDS OF TABITHA ISNER","C00657437","ISNER, TABITHA KAY","H8AL02197","DEM","AL",2,"south","C","GOP Hold",61.5,38.5,23,602567.49,405805.01,24513.3,NA,95463.95,24966.78,108978.66,6374.7,8109.98,11223.54,949.85,NA,2e+05,NA,499.73,7103.53,0.673459847626363,0.0406814181096959,NA,0.158428643403911,0.0414339977087048,0.180857184976906,0.010579229888423,0.0134590400819666,0.0186261957146078,0.00157633794680825,NA,0.331913027700847,NA,0.000829334486664722,0.011788770748319
"190","FLACCAVENTO FOR CONGRESS","C00657619","FLACCAVENTO, ANTHONY JUDE MR","H8VA09066","DEM","VA",9,"south","C","GOP Hold",65.2,34.8,30.4,1049797.11,369595.95,37000,316,16750,30672.39,186614.07,45832.19,21921,15363.22,45354.53,2988.06,348770,893.2,NA,NA,0.352064171714094,0.0352449055608469,0.000301010544789936,0.0159554640038969,0.0292174456452828,0.177762034418251,0.0436581407620754,0.020881177697279,0.0146344658921761,0.0432031385569351,0.00284632141919309,0.332226100336664,0.000850831071539147,NA,NA
"191","MEL HALL FOR CONGRESS","C00657635","HALL, MEL","H8IN02169","DEM","IN",2,"midwest","C","GOP Hold",54.8,45.2,9.6,6761871.49,134151,192600.38,105351.42,189473.12,18984.81,362176.53,143849.19,37503.66,9135.38,4584.3,NA,NA,NA,NA,NA,0.0198393300136498,0.0284832949405846,0.0155802162398091,0.0280208105522573,0.0028076265613856,0.0535615813662853,0.0212735764370464,0.00554634320623565,0.0013510135490611,0.000677963195068057,NA,NA,NA,NA,NA
"192","JESSE COLVIN FOR CONGRESS","C00657650","COLVIN, JESSE","H8MD01193","DEM","MD",1,"south","C","GOP Hold",60,38.1,21.9,1940578.42,1515186.51,27000,9850,232703.21,81557.5,275350.52,137522.61,6034.04,8592.06,5799.1,3952.27,686065.98,NA,5659.5,7020,0.780791177714941,0.013913377435167,0.00507580621245907,0.119914355226108,0.0420274177840234,0.141890952286278,0.0708668140296026,0.00310940281403315,0.00442757680465188,0.00298833581793618,0.0020366453420625,0.353536849080286,NA,0.00291639850349361,0.00361747813314342
"193","KIMBERLIN BROWN PELZER FOR CONGRESS","C00657676","PELZER, KIMBERLIN BROWN","H8CA36170","REP","CA",36,"west","C","Dem Hold",59,41,18,851066.92,257935.92,NA,NA,248661.04,149055.37,34923.84,NA,5738.05,8727.65,7024.91,NA,256138.92,1297,NA,NA,0.303073605539738,NA,NA,0.292175661110175,0.175139423818752,0.0410353630005969,NA,0.00674218426912892,0.0102549515142711,0.00825423927885718,NA,0.300962138206476,0.00152396946646687,NA,NA
"194","THEOBALD FOR CONGRESS","C00657718","THEOBALD, PAUL GILBERT","H8NE03095","DEM","NE",3,"midwest","C","GOP Hold",76.7,23.3,53.4,71575.28,10000,NA,NA,20000,NA,NA,589.25,NA,NA,306.99,NA,NA,NA,20000,NA,0.139713040591668,NA,NA,0.279426081183336,NA,NA,0.00823259091686403,NA,NA,0.00428905063312362,NA,NA,NA,0.279426081183336,NA
"195","FRIENDS OF STEVE NEGRON","C00657981","NEGRON, STEVE","H8NH02275","REP","NH",2,"northeast",NA,"Dem Hold",55.5,42.2,13.3,519425.89,50454.6,NA,5500,183834.81,6500,73479.31,NA,5045.86,6052,8912.72,1493.9,17004,2120,2000,2256,0.0971353199202296,NA,0.0105886135171275,0.353919228015377,0.0125138159747871,0.141462548199128,NA,0.00971430207300603,0.0116513252737556,0.0171587904484314,0.0028760599514976,0.032736142590043,0.00408142921023825,0.0038504049153191,0.00434325674447995
"196","TIM DONNELLY FOR CONGRESS","C00658021","DONNELLY, TIMOTHY M.","H8CA08120","REP","CA",8,"west","C","GOP Hold",60,40,20,282979.37,16252.25,2500,NA,8688,975,NA,NA,8703.25,30790.79,6183.94,4000,NA,NA,3981,450,0.0574326319264899,0.00883456627951359,NA,0.0307018847345656,0.0034454808490103,NA,NA,0.0307557755888707,0.108809310021434,0.0218529711194141,0.0141353060472217,NA,NA,0.0140681633434974,0.00159022193031245
"197","LINDA COLEMAN FOR CONGRESS","C00658286","COLEMAN, LINDA","H8NC02110","DEM","NC",2,"south","C","GOP Hold",51.4,45.7,5.7,1657939.82,878027.7,NA,27500,37411.18,5315,150423.87,NA,8054.23,1690.81,318855.13,12198.85,865150,NA,NA,878.66,0.529589608385182,NA,0.0165868505408115,0.0225648600441963,0.00320578584088776,0.0907293908894715,NA,0.00485797488113893,0.00101982591865126,0.192320086744765,0.00735783642617378,0.521822318013931,NA,NA,0.000529970985315981
"198","DENNY WOLFF FOR CONGRESS","C00658328","WOLFF, DENNY","H8PA11095","DEM","PA",9,"northeast","O","GOP Hold",59.7,40.3,19.4,1705392.89,407387.32,45000,31268.09,83601.72,50609.33,259913.17,48628.55,243.45,4970.52,76387.32,202,164543.72,NA,NA,2925,0.238881798082318,0.0263868814417304,0.0183348307497635,0.0490219705325498,0.0296760531234536,0.152406622265207,0.0285145729674058,0.000142753028599762,0.00291458937652778,0.0447916256998116,0.000118447778916212,0.0964843473693619,NA,NA,0.00171514729371248
"199","JOSH WELLE FOR CONGRESS","C00658336","WELLE, JOSH","H8NJ04188","DEM","NJ",4,"northeast","C","GOP Hold",55.4,43.1,12.3,1995273.84,83977.32,30450,NA,138045.84,15030.71,349714.1,4346.53,7344.81,18648.7,47257.22,NA,28238.87,NA,250,2850,0.042088117588912,0.0152610631130211,NA,0.0691864130289003,0.00753315645134705,0.175271229938042,0.00217841276363349,0.00368110374263214,0.00934643637687346,0.0236845785538891,NA,0.01415287938622,NA,0.000125296084671766,0.00142837536525813
"200","DAVID SHAPIRO FOR CONGRESS","C00658419","SHAPIRO, M. DAVID","H8FL16055","DEM","FL",16,"south","C","GOP Hold",54.6,45.4,9.2,2870815.25,28664.16,37410.76,81600,69641.97,4519.25,294423.28,13138.22,3757.61,13229.26,39738.98,NA,NA,2704,20000,NA,0.00998467595572373,0.0130314063226465,0.0284239816546885,0.0242586038930927,0.00157420440064891,0.102557376341093,0.00457647701293213,0.00130889997188081,0.00460818925913118,0.0138424024325494,NA,NA,0.00094189272542007,0.00696666217026679,NA
"201","TEDESCHI FOR CONGRESS","C00658492","TEDESCHI, PETER D. MR.","H8MA09046","REP","MA",9,"northeast","C","Dem Hold",59.5,40.5,19,935211.24,45397.44,30089.56,7000,146529.33,71885,255043.22,NA,17945.94,16436.76,14807.26,NA,NA,NA,NA,NA,0.0485424448063734,0.0321740786605602,0.00748493997997714,0.156680462908038,0.0768649872086653,0.272711884857158,NA,0.019189183397753,0.0175754517236127,0.0158330646239881,NA,NA,NA,NA,NA
"202","MARTY FOR CONGRESS INC","C00658583","NOTHSTEIN, MARTY MR.","H8PA15245","REP","PA",7,"northeast","O","Dem Pickup",53.5,43.5,10,970529.74,654657.29,NA,38250,247095.23,26055.03,17311.79,NA,2713.31,5415.47,67299.14,12070.07,269999.4,2279,NA,NA,0.67453604255342,NA,0.039411466154556,0.254598308342411,0.026846194326822,0.0178374647231315,NA,0.00279570000606061,0.00557991144094152,0.0693426870154438,0.0124365792232189,0.278197966401318,0.00234820212722178,NA,NA
"203","TOFT FOR CONGRESS","C00658807","TOFT, STEVE","H8WI03103","REP","WI",3,"midwest","C","Dem Hold",59.7,40.3,19.4,355412.56,34335.52,NA,NA,109847.07,30284.1,75391.58,NA,1541.23,13812.23,2959.8,34335.52,NA,NA,NA,NA,0.0966075031225683,NA,NA,0.309069184274186,0.0852082998980115,0.212124129771891,NA,0.00433645338814138,0.0388625264115596,0.00832778672762718,0.0966075031225683,NA,NA,NA,NA
"204","FRIENDS OF DAVID SMALLING","C00658849","SMALLING, DAVID","H8TX35026","REP","TX",35,"south","C","Dem Hold",71.3,26,45.3,45135.96,4696.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,0.104054948648483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0221552837249944,NA
"205","CHRIS DEPIZZO FOR CONGRESS","C00659151","DEPIZZO, CHRIS","H8OH13147","REP","OH",13,"midwest","C","Dem Hold",61,39,22,92770.9,64235.65,4800,3300,500,322.54,NA,NA,NA,906.25,NA,NA,NA,NA,NA,500,0.692411629077653,0.0517403625490321,0.0355714992524596,0.00538962109885751,0.003476736778451,NA,NA,NA,0.00976868824167923,NA,NA,NA,NA,NA,0.00538962109885751
"206","WILLIAMS FOR MONTANA","C00659177","WILLIAMS, KATHLEEN","H8MT01232","DEM","MT",0,"west","C","GOP Hold",50.9,46.2,4.7,4132610.45,933.52,41000,75550,104752.12,15947.73,240674.22,NA,8265.73,12774.1,33029.09,NA,NA,NA,NA,11964.5,0.000225891119256111,0.00992108994933215,0.0182814230651718,0.0253476879244691,0.00385899667847958,0.0582378191489111,NA,0.00200012319089983,0.00309104866150643,0.00799230665450212,NA,NA,NA,NA,0.00289514343167767
"207","HAYDEN SHAMEL FOR ARKANSAS","C00659235","SHAMEL, HAYDEN CATHERINE","H8AR04130","DEM","AR",4,"south","C","GOP Hold",66.8,31.3,35.5,154607.88,19168.6,NA,NA,59.06,1798.1,NA,NA,8523.7,7603.63,3910.6,6410,7919.84,3232.7,268.37,267.51,0.123982037655519,NA,NA,0.000381998640690242,0.0116300669797684,NA,NA,0.0551310838748969,0.0491800935372764,0.0252936654975154,0.0414597237863943,0.0512253321111447,0.0209090248181399,0.00173581061974331,0.00173024816070177
"208","CHRISTIAN L VALIENTE COMMITTEE TO ELECT FOR CONGRESS","C00659243","VALIENTE, CHRISTIAN","H8CA35115","REP","CA",35,"west","C","Dem Hold",69.4,30.6,38.8,7376.71,NA,NA,NA,NA,NA,NA,78.13,NA,NA,NA,NA,NA,NA,2970,NA,NA,NA,NA,NA,NA,NA,0.0105914425265464,NA,NA,NA,NA,NA,NA,0.402618511504451,NA
"209","HENRY MARTIN FOR CONGRESS","C00659367","MARTIN, HENRY ROBERT","H8MO06092","DEM","MO",6,"midwest","C","GOP Hold",65.4,32,33.4,35424.35,1552,NA,NA,NA,NA,4936.25,NA,NA,NA,369.28,1552,NA,NA,NA,220,0.0438116719149399,NA,NA,NA,NA,0.139346240650852,NA,NA,NA,0.0104244679154311,0.0438116719149399,NA,NA,NA,0.00621041741062292
"210","CATHERINE KRANTZ FOR CONGRESS","C00659813","KRANTZ, CATHERINE","H8TX04162","DEM","TX",4,"south","C","GOP Hold",75.7,23,52.7,21321.42,951.99,NA,NA,NA,94,NA,NA,NA,188.03,32,NA,NA,NA,NA,NA,0.0446494651857147,NA,NA,NA,0.00440871199010197,NA,NA,NA,0.00881883101594547,0.00150083812429003,NA,NA,NA,NA,NA
"211","ELECT CAROLYN LONG","C00660472","LONG, CAROLYN N.","H8WA03198","DEM","WA",3,"west","C","GOP Hold",52.7,47.3,5.4,3997822.38,4505116.29,99084.82,4500,140266.85,49489.97,410409.74,760.57,15417.88,16397.05,196040.77,47000,2065879,598.25,NA,1822,1.12689255844328,0.0247846979134676,0.00112561278923052,0.0350858133922398,0.0123792318156966,0.102658322704172,0.000190246070912235,0.0038565695357381,0.0041014953745894,0.0490368884272442,0.0117564002430743,0.51675107186728,0.000149643966923813,NA,0.000455748111550669
"212","MARLA LIVENGOOD FOC CONGRESS","C00660852","LIVENGOOD, MARLA","H8CA09144","REP","CA",9,"west","C","Dem Hold",56.5,43.5,13,106131.44,NA,NA,NA,15184,NA,NA,1318.06,418.78,2235.47,417.85,NA,NA,NA,NA,3000,NA,NA,NA,0.143067878849095,NA,NA,0.0124191285824446,0.00394586184828925,0.0210632212283184,0.00393709912915532,NA,NA,NA,NA,0.0282668359159171
"213","JASON NICHOLS FOR CONGRESS","C00660977","NICHOLS, JASON","H8OK02148","DEM","OK",2,"south","C","GOP Hold",65,30.1,34.9,125826.66,25656.37,NA,NA,15314.68,10986.02,NA,134.41,3117.57,2584.78,15420,1243.8,NA,4011.12,2898,121.7,0.203902495703216,NA,NA,0.121712521018995,0.0873107495661094,NA,0.00106821559119506,0.0247767047142474,0.0205423874399909,0.122549545541462,0.00988502754503696,NA,0.0318781409281626,0.0230316850181035,0.000967203611698824
"214","CHINTAN DESAI FOR CONGRESS","C00661371","DESAI, CHINTAN","H8AR01029","DEM","AR",1,"south","C","GOP Hold",68.9,28.8,40.1,128810.44,8108,NA,NA,1570.1,1062.29,20655,NA,1094.03,2317.41,5537.21,8108,NA,NA,NA,NA,0.0629452084784432,NA,NA,0.0121892293823389,0.00824692470579248,0.160351909363868,NA,0.00849333330435018,0.0179908553996089,0.0429872764971535,0.0629452084784432,NA,NA,NA,NA
"215","KIMAZ FOR CONGRESS","C00661629","KIMAZ, NICOLAS T MR.","H8FL22061","REP","FL",22,"south","C","Dem Hold",62,38,24,202309.24,4005,3519.87,NA,54135.9,10487.25,NA,NA,NA,825.5,552.85,NA,NA,NA,4000,1075,0.0197964265003418,0.0173984638566187,NA,0.267589854027429,0.0518377213022994,NA,NA,NA,0.00408038703521401,0.00273269772552158,NA,NA,NA,0.0197717118605161,0.0053136475625137
"216","JOHN MCCANN FOR CONGRESS 2018","C00661637","MCCANN, JOHN JOSEPH MR. JR.","H8NJ05136","REP","NJ",5,"northeast","C","Dem Hold",56.2,42.5,13.7,936887.06,511998.8,21600,10500,131904.22,18884.11,NA,4504.52,4896.4,34843.93,96850.71,45300,143200,NA,27300,25353.65,0.546489349527359,0.0230550734685139,0.0112073273805276,0.140789883467918,0.0201562288628471,NA,0.00480796479353659,0.00522624359866812,0.0371911743556368,0.103375010857766,0.0483516124131333,0.152846598180148,NA,0.0291390511893717,0.0270615862706013
"217","PETER YU FOR COLORADO","C00661678","YU, PETER","H8CO02251","REP","CO",2,"west","O","Dem Hold",60.3,33.6,26.7,65245.37,NA,NA,2250,910.83,NA,9278.64,NA,60.75,202.33,NA,NA,NA,NA,1165.12,5000,NA,NA,0.034485205616889,0.0139600710364582,NA,0.142211470331151,NA,0.000931100551656002,0.00310106295665118,NA,NA,NA,NA,0.0178575123414887,0.0766337902597533
"218","JULIE FOR TEXAS 25","C00661769","OLIVER, JULIE LYNN","H8TX25159","DEM","TX",25,"south",NA,"GOP Hold",53.5,44.8,8.7,632906.66,30693.16,4000,NA,29277,22727.59,7525.67,21927.9,3969.73,7401.96,25090.08,NA,NA,NA,NA,3164.64,0.0484955554109669,0.00632004725625734,NA,0.0462580058803616,0.0359098607052105,0.0118906475087496,0.0346463410576214,0.00627222029864562,0.0116951842472317,0.0396426228158193,NA,NA,NA,NA,0.00500016858726056
"219","DEWITT FOR CONGRESS","C00662270","DEWITT, JUSTIN","H8LA06154","DEM","LA",6,"south","C","GOP Hold",69.5,20.5,49,28683.64,NA,NA,500,2500,288.42,9160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0174315393722694,0.0871576968613468,0.0100552091714999,0.319345801299974,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","PETERS FOR CONGRESS","C00662395","PETERS, CHRISTOPHER","H6IA02161","REP","IA",2,"midwest","C","Dem Hold",54.8,42.6,12.2,792498.89,70962.89,NA,NA,63150.56,24960.6,157700.78,NA,NA,189.35,2864.97,NA,NA,NA,NA,4311.1,0.0895432042813334,NA,NA,0.0796853608211363,0.0314960693509615,0.198991799218798,NA,NA,0.000238927779444587,0.00361510916438003,NA,NA,NA,NA,0.00543988143630081
"221","KATHY MANNING FOR CONGRESS","C00662577","MANNING, KATHY","H8NC13067","DEM","NC",13,"south","C","GOP Hold",51.6,45.5,6.1,4552110.42,5248361.94,156363.32,80421,161477.02,34800,617859.24,NA,39410.32,13241.34,59604.8,107375,2432395,NA,NA,1668,1.15295136887299,0.034349632494196,0.0176667507112009,0.0354730015534201,0.00764480576901296,0.135730283976723,NA,0.00865759315214502,0.00290883541440983,0.0130938827270363,0.0235879603289588,0.534344463463169,NA,NA,0.000366423448928552
"222","MIKE SIEGEL FOR CONGRESS","C00662668","SIEGEL, MICHAEL","H8TX10110","DEM","TX",10,"south","C","GOP Hold",51.1,46.8,4.3,474055.08,70832.25,NA,59.47,76018.72,12126.56,7780.35,7580.05,984.26,5305.34,25358.06,NA,NA,NA,NA,3601.87,0.149417763859845,NA,0.000125449557464926,0.160358412360015,0.0255804873982154,0.0164123333516434,0.0159898086104256,0.0020762566240193,0.0111913999529337,0.0534918009949392,NA,NA,NA,NA,0.00759799894982667
"223","SRI FOR CONGRESS","C00662874","KULKARNI, SRI PRESTON","H8TX22313","DEM","TX",22,"south","C","GOP Hold",51.4,46.5,4.9,1607626.57,505679.64,NA,11800.48,30621.83,5700,239569.92,NA,7027.1,1846.25,134735.98,5500,145014.66,NA,NA,1906.94,0.31455043692143,NA,0.0073403116247326,0.0190478501484334,0.00354559952315294,0.149020876160314,NA,0.00437110217704352,0.00114843212624932,0.0838104958665867,0.00342119252234056,0.0902041946221379,NA,NA,0.00118618343064584
"224","ARONOFF FOR CONGRESS","C00662973","ARONOFF, PHILLIP ARNOLD","H8TX29094","REP","TX",29,"south","O","Dem Hold",75.1,23.9,51.2,105026.91,10027.3,NA,NA,29811.11,NA,NA,NA,NA,NA,23520.2,600,500,NA,7303.23,NA,0.095473626711478,NA,NA,0.283842588532786,NA,NA,NA,NA,NA,0.223944510982947,0.00571282159972144,0.00476068466643454,NA,0.0695367501528894,NA
"225","LEA MARQUEZ PETERSON FOR CONGRESS","C00663054","MARQUEZ PETERSON, LEA","H8AZ02185","REP","AZ",2,"west","O","Dem Pickup",54.7,45.3,9.4,1472575.33,NA,82980,NA,87077.12,115990.21,NA,NA,10347.08,15125.15,44177.77,NA,NA,NA,NA,NA,NA,0.056350258156233,NA,0.0591325402687549,0.0787669110279065,NA,NA,0.00702651999473602,0.0102712232724964,0.0300003463999359,NA,NA,NA,NA,NA
"226","RYAN MCADAMS FOR CONGRESS","C00663070","MCADAMS, RYAN A. MR.","H8VA04026","REP","VA",4,"south","C","Dem Hold",62.6,36,26.6,225482.16,5112.21,NA,NA,74216.83,31708.15,NA,17600.99,15380.69,12667.89,8970.94,NA,NA,NA,NA,1526.76,0.0226723480030527,NA,NA,0.329147237191625,0.14062376376029,NA,0.078059346247171,0.0682124474947375,0.0561813404661371,0.0397855865847657,NA,NA,NA,NA,0.00677109000552416
"227","BILLUPS FOR CONGRESS","C00663179","BILLUPS, WILLIE KAILAWN","H8TX33021","REP","TX",33,"south","C","Dem Hold",76.2,21.9,54.3,57650.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0520377190202546
"228","SWISHER FOR IDAHO","C00663542","SWISHER, CARLTON AARON","H8ID02148","DEM","ID",2,"west","C","GOP Hold",60.7,39.3,21.4,122781.78,11198.16,NA,NA,35050,11000,NA,2841.54,566.9,649.74,1759.26,NA,2000,NA,374.41,NA,0.091203760036709,NA,NA,0.285465807711861,0.0895898397954485,NA,0.0231430103065781,0.00461713456182179,0.00529182750079043,0.0143283474144128,NA,0.0162890617809906,NA,0.00304939381071035,NA
"229","COMMITTEE TO ELECT FRANK MCNEILL","C00663849","MCNEILL, FRANK","H8NC08083","DEM","NC",8,"south","C","GOP Hold",55.4,44.6,10.8,710100.53,173041.37,NA,35100,95592.93,NA,154860.77,NA,62.8,8165.85,93368.05,NA,40000,NA,NA,1651.37,0.243685735595775,NA,0.0494296209017053,0.134618868683283,NA,0.218082881870261,NA,8.8438182126128e-05,0.011499568941316,0.131485678513717,NA,0.0563300523096356,NA,NA,0.00232554396206408
"230","HARRY FOR CT INC.","C00664151","ARORA, HARRY","H8CT04214","REP","CT",4,"northeast","C","Dem Hold",60.9,39.1,21.8,768768.74,33374.44,NA,300,318482.27,NA,NA,NA,1355.69,5582.37,61.52,NA,NA,NA,NA,NA,0.0434128474058402,NA,0.000390234389603303,0.414275780776414,NA,NA,NA,0.00176345619880434,0.00726144249829929,8.00240654946506e-05,NA,NA,NA,NA,NA
